v1,v2
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,ÌÏ thk of wat to eat tonight.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,"Awesome, I'll see you in a bit"
ham,Then u go back urself lor...
ham, what number do u live at? Is it 11?
ham,That one week leave i put know that time. Why.
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,S but not able to sleep.
ham,on hen night. Going with a swing
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,That seems unnecessarily affectionate
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Yeah whatever lol
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,If I was I wasn't paying attention
ham,Normally i use to drink more water daily:)
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham,Not getting anywhere with this damn job hunting over here!
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Cos daddy arranging time c wat time fetch Ì_ mah...
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham,Bognor it is! Should be splendid at this time of year.
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Ok
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,I am not sure about night menu. . . I know only about noon menu
ham,Rofl. Its true to its name
ham,Yeah that's the impression I got
ham,Is ur lecture over?
ham,"Doing nothing, then u not having dinner w us?"
ham,Well thats nice. Too bad i cant eat it
ham,What happened to our yo date?
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
spam,Filthy stories and GIRLS waiting for your
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham,Cab is available.they pick up and drop at door steps.
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,Can you open the door?
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"Sorry, I'll call later"
ham,"Aight fuck it, I'll get it later"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,Were trying to find a Chinese food place around here
ham,Ok... Then r we meeting later?
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
ham,Then. You are eldest know.
ham,Its too late:)but its k.wish you the same.
ham,I have a sore throat. It's scratches when I talk
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,And now electricity just went out fml.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Do u still have plumbers tape and a wrench we could borrow?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Yeah I don't see why not
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,"Nah man, my car is meant to be crammed full of people"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,He also knows about lunch menu only da. . I know
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"Yeah, where's your class at?"
ham,So u wan 2 come for our dinner tonight a not?
ham,If You mean the website. Yes.
ham,"Awesome, be there in a minute"
ham,Just normal only here :)
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
ham,Kallis wont bat in 2nd innings.
ham,Lol for real. She told my dad I have cancer
ham,"2 celebrate my båÕday, y else?"
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,Shall i get my pouch?
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,I am in bus on the way to calicut
ham,Ok. Very good. Its all about making that money.
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,We stopped to get ice cream and will go back after
ham,Ok... But bag again..
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Anything lor is she coming?
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,S da..al r above  &lt;#&gt;
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Friends that u can stay on fb chat with
ham,Really good:)dhanush rocks once again:)
ham,Hi dude hw r u da realy mising u today
ham,Ok leave no need to ask
ham,Tiwary to rcb.battle between bang and kochi.
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,If we win its really no 1 side for long time.
ham,Kallis is ready for bat in 2nd innings
ham,Ok anyway no need to change with what you said
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,Am also doing in cbe only. But have to pay.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,What class of  &lt;#&gt;  reunion?
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,"Cool, what time you think you can get here?"
ham,Tmrw. Im finishing 9 doors
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,Thx. All will be well in a few months
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Is xy in ur car when u picking me up?
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,It certainly puts things into perspective when something like this happens
ham,Cheers for the card ... Is it that time of year already?
ham,Small problem in auction:)punj now asking tiwary
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Hope you are having a great day.
